# perft_suite_960_mid.txt - Chess960 MIDGAME positions where castling is legal.
#
#   ./perft --make all -d 4 -f perft_suite_960_mid.txt
#   ./perft --check --nobulk --make all -d 3 -f perft_suite_960_mid.txt
#
# perft_suite_960.txt holds the 960 START positions, and they are nearly useless for castling:
# it is not even reachable in the four plies that suite runs. These are positions where the back
# rank has opened up, king and rooks are still home, and castling is legal RIGHT NOW - including
# the cases where the rook's castling destination is its own square.
#
# Generated by walking random legal moves with STOCKFISH (not libchess, so the positions do not
# depend on the generator under test), keeping only positions where some legal move is the king
# moving onto one of its own rooks. Counts from Stockfish under UCI_Chess960.
#
# Two batches from different seeds, 900 positions. The first found both defects below; the
# second was generated afterwards, independently, and passed clean - which is the evidence that
# the fixes are complete rather than merely fitted to the cases that exposed them.
#
# Defect 1 (move generation): castling legality tested the king's path against attacks computed
# with the castling ROOK STILL IN PLACE. In Chess960 the rook can have an enemy slider behind it
# on the back rank - white king d1, white rook b1, BLACK QUEEN a1 - so castling queenside vacates
# b1 and the queen then attacks c1. libchess generated d1b1; Stockfish did not. Standard chess
# cannot produce this, because the queenside rook starts on a1 with nothing behind it.
#
# Defect 2 (make/unmake): undo_move() restored the castling rook to its source before clearing
# its destination, and in Chess960 those can be the same square. See perft_suite_960.txt.
nnrk1br1/pp1b2pq/3p3p/2p1pP2/2P1P3/PN3P2/1PRPK2P/1N2BBRQ b gc - 4 9 ;D1 29 ;D2 902 ;D3 26218 ;D4 836108
bnnbrkrq/1p4pp/p2p4/1Np1p3/P1P1PpP1/1N1P4/1P3P1P/B2BRRKQ b ge g3 0 11 ;D1 27 ;D2 671 ;D3 17194 ;D4 435142
rbq1b1kr/pp1p1p2/2n4p/1Pp1p3/P4n1p/6N1/1NPPPPP1/RBQ1B1KR w HAha - 0 9 ;D1 27 ;D2 899 ;D3 24483 ;D4 801032
qrnnk2r/2p3pp/3b1p2/pp1ppb2/1P1P4/PRP5/1N2PPPP/Q1N1KBBR b Hhb - 3 9 ;D1 43 ;D2 946 ;D3 40049 ;D4 962944
1qrknrnb/pbpp1ppp/4p3/1p6/4P3/5P1N/PPPP2PP/BQRKNR1B w FCfc - 0 4 ;D1 21 ;D2 567 ;D3 12804 ;D4 353776
1brkbr2/pppp1p1p/1n4n1/2q1p1p1/4P1P1/1N1Q4/PPPP1P1P/1BRKB1NR b HCc - 10 8 ;D1 35 ;D2 1038 ;D3 34294 ;D4 989316
bnrkr1qb/Qp1pppp1/2p1n2p/8/5P2/8/PPPPP1PP/BNRKRN1B w ECec - 0 4 ;D1 33 ;D2 711 ;D3 23072 ;D4 512958
qr1b2kr/ppp1p2p/4nn2/5pp1/P1Pp2P1/1P1BPb1P/3P1P1K/QRB1NN1R b hb - 3 10 ;D1 34 ;D2 885 ;D3 29760 ;D4 830443
nr1qbkrb/1pppp1pp/1n3p2/p1N5/8/1N5P/PPPPPPP1/1R1QBKRB b GBgb - 3 4 ;D1 22 ;D2 613 ;D3 13632 ;D4 385276
nr1kbbqr/pppp1pp1/2n5/7p/4p1PP/P3P3/1PPP1PB1/NRNKBQ1R b HBhb - 4 6 ;D1 29 ;D2 839 ;D3 25494 ;D4 767642
nbr1bkqr/1np1pppp/8/1pQp4/p3PPP1/1P6/P1PP3P/NBRNBK1R w HChc - 2 7 ;D1 42 ;D2 892 ;D3 34949 ;D4 818141
nrqbb1kr/p1p2ppp/6n1/1p1pp3/2P5/3P2N1/PP2PPPP/NRQBB1KR w HB - 1 7 ;D1 36 ;D2 1211 ;D3 44164 ;D4 1530467
r2kqr1b/ppnp1b1p/2p1ppp1/2B4Q/4PP2/2P2BP1/nP1P3P/NNRK1R2 w FCf - 2 11 ;D1 47 ;D2 1114 ;D3 48471 ;D4 1218863
bnrbkr1q/1ppppppp/8/p2n4/1P6/2P1PP2/P2PN1PP/BNRBKR1Q w FCfc - 1 6 ;D1 28 ;D2 721 ;D3 20638 ;D4 548230
nqkrbrn1/pp2p2p/4N1p1/2pp1p2/1P1b1P2/2PP1N2/P3P1PP/1QRKBR1B w FC - 0 9 ;D1 39 ;D2 1343 ;D3 50294 ;D4 1739767
qbrnb1rn/pppp1pkp/4p3/8/PP5p/8/1NPPPPP1/QBR1BKRN w GC - 1 5 ;D1 21 ;D2 392 ;D3 9203 ;D4 202936
1rk1q2r/p1p1ppbp/2b1n2n/1p2P1p1/P1Np4/1P5P/1BPPNPP1/1RK1QB1R w HBhb - 0 11 ;D1 30 ;D2 1098 ;D3 33650 ;D4 1243771
nnbqrkrb/1p1pp1p1/p6p/2p2p2/2P2PP1/8/PP1PP1BP/NNBQRKR1 b GEge - 1 5 ;D1 19 ;D2 553 ;D3 12225 ;D4 372814
r2k1br1/1bpppqp1/pp3n2/7p/BP1npP2/8/P1PP2PP/RNB1NKR1 b a - 3 12 ;D1 41 ;D2 897 ;D3 35706 ;D4 826864
n1qbkr1n/pr1pp3/5p1p/2p3p1/1pb3P1/QP1P4/PRP1PP1P/N2BKRBN b Ff - 1 11 ;D1 35 ;D2 620 ;D3 21179 ;D4 446953
r1b1krQb/1p1pp2p/p1n5/4q1p1/Pp2Pp2/B6N/2PP1PPP/1R1NKR1B w Fa - 0 11 ;D1 37 ;D2 1340 ;D3 47639 ;D4 1712335
1r1bbq1k/1p1ppp2/n2n4/p1p5/P2N4/2NP4/1PP1PPQP/2RBB1KR w HC - 4 12 ;D1 37 ;D2 797 ;D3 29124 ;D4 703451
n1rkbrqn/b1pp1p1p/1Q4p1/4p3/p1P5/3P1PP1/PPB1P2P/N1RK1RBN b FCfc - 1 8 ;D1 17 ;D2 696 ;D3 13677 ;D4 516057
nbrk2nr/pp4p1/3p1p1p/3p2B1/b1P5/3P2P1/1PB2PqP/N1RK2NR w HChc - 0 13 ;D1 27 ;D2 1014 ;D3 24523 ;D4 927853
1bbrkqrn/3ppppp/1n6/ppp2P2/8/1P1P1Q2/P1P1P1PP/NBBRK1RN w GDgd - 0 6 ;D1 41 ;D2 1055 ;D3 40257 ;D4 1053699
nbbrnkrq/pp1ppp2/8/2p3pp/2PP4/PP2B3/4PPPP/NB1RNKRQ w GDgd - 1 6 ;D1 29 ;D2 1014 ;D3 30270 ;D4 1054313
b1rknr1b/p1p3p1/1pn2p1p/3pP3/2P5/5BP1/qP2PPNP/BNKR1RQ1 b fc - 0 8 ;D1 32 ;D2 888 ;D3 28486 ;D4 789327
1b1nrkrq/p5pp/1np5/1p2ppRP/1P1pP2P/2N5/PBPP1P2/NB2RK1Q b Ege - 0 11 ;D1 25 ;D2 875 ;D3 22029 ;D4 774166
rqn1bkrb/1pp1pppp/p2p4/n7/1P2P2P/8/PNPP1PP1/RQN1BKRB w GAga - 3 5 ;D1 23 ;D2 570 ;D3 13418 ;D4 353134
2brk1r1/ppnppq1p/6n1/1QP2pp1/8/P3PP2/1bPP2PP/NBBRK1RN b GDgd - 0 9 ;D1 41 ;D2 1449 ;D3 57159 ;D4 1952583
nb2n1br/1pk1qp1p/2rp4/p3p3/P1P2p2/6PP/BP1PP3/N1RKNQBR w HC - 0 11 ;D1 35 ;D2 960 ;D3 33685 ;D4 980936
b1rkqnrn/pp1ppp2/2p2b2/7N/P2P1Pp1/2Q1P3/1PP3PP/BBRK2RN b GCgc - 0 7 ;D1 26 ;D2 835 ;D3 21607 ;D4 726540
nrb1q1r1/p1pPpk1p/1p2Nb2/4n1p1/4p3/5Q2/PPNP1PPP/R1B2KRB w G - 1 12 ;D1 54 ;D2 1462 ;D3 68970 ;D4 1961120
bbqrk1nr/p1p1ppp1/3p1n1p/1p6/1NP5/3B3P/PPQPPPP1/B2R1KNR w HD - 2 8 ;D1 31 ;D2 1035 ;D3 32955 ;D4 1076695
rbb2qkr/p2ppp2/1p1p1n2/2n1P1Pp/5P2/8/PPPP2P1/RBBNN1KR w HAha - 0 9 ;D1 29 ;D2 859 ;D3 24945 ;D4 730964
qnrb2kr/ppp2pp1/4p2p/1b1p1n2/P7/2N1PPB1/QPPP1KPP/2RB1N1R b hc - 2 10 ;D1 37 ;D2 1174 ;D3 42230 ;D4 1375014
qrkb1rbn/1ppp2pp/3n4/p2Ppp2/4P1B1/8/PPP2PPP/QRK1NRBN w FBb - 3 7 ;D1 24 ;D2 737 ;D3 18042 ;D4 567338
bbrk1nqr/ppp1pppp/3p4/1n6/2N5/3P4/PPP1PPPP/BBRKN1QR w HChc - 0 4 ;D1 25 ;D2 572 ;D3 14218 ;D4 347500
bb1n1krq/1pr2ppp/3p4/Q3pn2/4P1P1/2P1N3/PP1P1P1P/BBN1RKR1 w GEg - 1 12 ;D1 45 ;D2 1177 ;D3 48413 ;D4 1276580
bqnr1krb/1p1p3p/p7/2P1ppp1/3BnP2/3P1RPP/P1P1P3/Q1NRN1KB b gd - 1 10 ;D1 35 ;D2 1020 ;D3 35852 ;D4 1076776
qr1bk1r1/p1pnp1pp/5p2/4pb2/1p1P3n/3BB3/PPP2PPN/QR2K1RN w GBgb - 2 10 ;D1 36 ;D2 1391 ;D3 46759 ;D4 1838017
bnrkrN1b/1p2p1p1/2p2p2/pN1p4/1nPP2P1/5q2/PP2PP1P/B1RK1RQ1 b FCc - 1 11 ;D1 34 ;D2 891 ;D3 28796 ;D4 788383
rkbbrn2/p3pp2/2p5/1p2n1B1/2p4q/1B1P2N1/PP2PPPP/RK2RNQ1 w EAea - 0 10 ;D1 33 ;D2 1397 ;D3 45698 ;D4 1877861
r2kqr2/pp2pp1p/n2p1Pp1/2p2b2/P2bP3/2N2B2/1PPP1P1P/RNBKQ1R1 b Afa - 0 10 ;D1 36 ;D2 1143 ;D3 40892 ;D4 1328836
br1kr3/ppppppbq/1n4p1/7p/3BPn1P/PP3PN1/3P2PQ/1RNKR2B b EBeb - 2 10 ;D1 37 ;D2 1185 ;D3 42707 ;D4 1319427
nrbr3b/p1k1q1pp/1p1p1pn1/2p1p1P1/1PPP4/1Q3PNP/PR2P3/N1B1K1RB w G - 6 13 ;D1 38 ;D2 1315 ;D3 50569 ;D4 1737186
qbnrb1rn/ppppkpQp/4p3/6p1/1P6/P7/2PPPPPP/1BNRBKRN w GD - 2 4 ;D1 34 ;D2 584 ;D3 19386 ;D4 387760
1rbbk1qr/1ppp1ppp/p3n3/4pN1B/n2PPP2/8/PPP3PP/NRB1K2R w HBhb - 1 9 ;D1 36 ;D2 939 ;D3 32351 ;D4 878265
1brk1qr1/ppp2ppp/4p1n1/8/1P1P4/1NP1Pb2/P2B2PP/1BR1K1RN b gc - 1 12 ;D1 34 ;D2 888 ;D3 30874 ;D4 855933
1brkr1bn/pppp4/1n3p2/3qp1p1/2PPP3/1P3P1p/P2K2PP/N1RBRQBN b ec - 5 12 ;D1 32 ;D2 882 ;D3 29125 ;D4 807609
rbq2krn/ppp1p1pp/3p1p2/8/P1P1Bn2/1P2N3/3PPPPP/R1Q1BKRN b GAga - 2 6 ;D1 34 ;D2 1217 ;D3 39803 ;D4 1385990
1r1krbbn/n1p1pppp/p7/Pp1p2PN/8/8/1PPPPPqP/QRNKRBB1 b EBeb - 1 6 ;D1 31 ;D2 745 ;D3 23843 ;D4 632089
nnr1qkrb/1ppbp1pp/p4p2/3p4/P2P3P/1P4R1/2P1PPP1/NNB1QKRB w Gg - 0 7 ;D1 34 ;D2 940 ;D3 30562 ;D4 853863
1rqkbbr1/ppnp1p1p/2p1p3/3n2p1/1P5P/2P2P2/PQNPP1P1/1R1KBBNR w HBb - 1 8 ;D1 30 ;D2 1018 ;D3 29996 ;D4 996539
rqbbn1kr/pp1ppppp/4n3/2p5/2P3P1/6NP/PP1PPP2/RQBBN1KR b HAha - 4 6 ;D1 30 ;D2 984 ;D3 29295 ;D4 961894
nnr1bkr1/ppppbp1p/4p1p1/8/1B1q4/7P/PPP1PPPQ/NNRB1KR1 w GCc - 0 7 ;D1 33 ;D2 1443 ;D3 44855 ;D4 1825276
3kr2b/p1qpp1pp/1n2B3/2p2b2/1N1B2P1/6N1/PPPPP2P/Q1RKR3 w Ee - 4 13 ;D1 42 ;D2 1369 ;D3 53864 ;D4 1799104
qbn1r1kr/p3p2p/2pp1p2/PpP3pb/1P2Pn2/3P1PP1/N6P/QB1NBRKR b HFh - 0 10 ;D1 28 ;D2 661 ;D3 18897 ;D4 482359
qrbbk1rn/2p1p1pp/p2p4/1p2npBN/2PPP3/5N2/PP3PPP/QR1BK1R1 b GBgb - 0 9 ;D1 36 ;D2 1288 ;D3 43171 ;D4 1554023
br1qn1kr/ppppppbp/4N1p1/P1Nn4/6P1/5P2/1PPPP2P/BRQ2BKR b HBhb - 0 10 ;D1 30 ;D2 947 ;D3 28242 ;D4 893797
nrbbkr1q/ppp1ppp1/5n2/3p3p/2P3PP/PP3P2/3PP3/NRBBKRNQ b FBfb - 0 7 ;D1 29 ;D2 603 ;D3 17754 ;D4 410104
rbq1bkrn/pn1p1p1p/6p1/1ppPp3/1B6/3Q1P2/PPP1P1PP/RB1N1KRN w GAga e6 0 7 ;D1 39 ;D2 854 ;D3 31399 ;D4 740671
q2nkrbn/pprpp2p/8/2p2p2/3P2pP/4N1b1/PPP1PPPB/QBR1KR2 w FCf - 0 8 ;D1 24 ;D2 860 ;D3 21220 ;D4 744450
bn1brrkq/pp1pppp1/1n6/1Np4p/8/3N3P/PPPPPPP1/B2BRKRQ w GE - 3 5 ;D1 26 ;D2 569 ;D3 15681 ;D4 385891
r3rnbb/kpp2ppp/2n1q3/3Np3/pP1PP3/2Q5/P1P2PPP/RK2RNBB w EA - 1 9 ;D1 37 ;D2 1382 ;D3 50767 ;D4 1875960
qb1rnkrn/p3pppp/3pb3/1pp5/3P4/3N1P2/PPPRP1PP/QBB2KRN w Ggd - 0 5 ;D1 27 ;D2 880 ;D3 23585 ;D4 775747
1rbbn1kr/ppn1p3/6q1/2ppPpNp/P5BP/8/1PPP1PP1/NRBQ2KR w HBhb - 1 10 ;D1 32 ;D2 1150 ;D3 36905 ;D4 1288908
nr2kbbr/p2p1pp1/2p5/1p2p2p/3q1nP1/1PN2P1P/P1PPPB2/NRQ1KB1R b HBhb - 1 10 ;D1 50 ;D2 1282 ;D3 61799 ;D4 1665021
brnqnrkb/1ppp1ppp/p7/4p3/P1P5/1N6/1P1PPPPP/BR1QNKRB w GB - 0 4 ;D1 23 ;D2 550 ;D3 13671 ;D4 354970
rb1nbrkq/pp1pp1pp/3n4/2p2p2/P3NP2/8/1PPPP1PP/RBN1BKRQ w GA - 1 6 ;D1 30 ;D2 756 ;D3 22518 ;D4 595560
1qn1bkrb/ppprpppp/1n1p4/8/5P2/1N4P1/PPPPP2P/NQ1RBRKB b g - 3 4 ;D1 20 ;D2 574 ;D3 12666 ;D4 379598
n1qrb1kr/ppbppppp/8/2p5/P2n1P2/7P/1PPPP1PR/NBQRBNK1 b Dhd - 2 5 ;D1 33 ;D2 693 ;D3 22559 ;D4 512827
nrbbkr1q/ppp2ppp/3p1n2/4p3/1P1P1P2/5N2/P1P1P1PP/NRBBKR1Q b FBfb - 0 4 ;D1 32 ;D2 1042 ;D3 33492 ;D4 1065225
nnrkbbr1/ppp1p1pq/7p/3p4/5PpP/P1P5/1P1PP3/NNRKBBRQ w GCgc - 0 6 ;D1 27 ;D2 873 ;D3 23738 ;D4 766825
qbrkn1bn/1pp2rp1/p7/3pNp1p/P1PPP3/1B6/1P3PPP/Q1RK1RBN b FCc - 0 8 ;D1 24 ;D2 787 ;D3 19339 ;D4 637614
r1k1B1rb/pp1nppp1/8/2p4P/n1p1P1Q1/1q6/PPNP1PR1/R1K1BN2 w Aga - 1 12 ;D1 37 ;D2 1208 ;D3 43072 ;D4 1420145
1rknbnrb/p3pppp/1p6/P1pp2q1/1P4P1/4N3/1QPPPP1P/1RK1BNRB w GBgb - 0 9 ;D1 36 ;D2 1361 ;D3 50262 ;D4 1905563
1brq1nrn/pbp1pp1p/3k4/1p1p1Q1p/3PP3/8/PPPN1PPP/BBR1K1R1 w GC - 2 8 ;D1 41 ;D2 905 ;D3 35091 ;D4 834244
bbrkqnn1/1p1ppp2/2p3p1/p3P3/6Pr/1P3P1p/P1PP1Q1P/BBRK1NNR b HCc - 0 8 ;D1 26 ;D2 782 ;D3 20352 ;D4 620461
br1k2nb/1p2rq1p/pnpp1pp1/4p3/4PP2/1QPP3N/PP4PP/BRNKR2B b EBb - 2 10 ;D1 32 ;D2 930 ;D3 28436 ;D4 847134
r1b1k1rn/1p2pq1p/2nb1pp1/p1pp1B1P/P2P2P1/1PP5/4PP2/R1B1KQRN b GAga - 0 11 ;D1 36 ;D2 1233 ;D3 43478 ;D4 1471408
nrbq1krb/ppp1p1pp/3p4/5p2/8/PP1P2P1/1RP1PPnP/N1BQNRK1 b gb - 1 7 ;D1 26 ;D2 611 ;D3 17017 ;D4 425735
nqrkbnrb/pppp2pp/5p2/4p3/1P1P1P2/8/P1P1PBPP/NQRK1NRB b GCgc - 0 4 ;D1 24 ;D2 663 ;D3 16516 ;D4 477921
nb1nrkr1/ppp2p2/8/1BPppbpp/4q3/1P4P1/P2PPP1P/N1BNRKRQ b GEge - 2 9 ;D1 41 ;D2 1162 ;D3 47296 ;D4 1384449
brk1qr2/3p2p1/ppp3pp/P3P3/1n4Pb/4P2P/2P2P2/BRKBQ1RN b Bfb - 0 12 ;D1 36 ;D2 929 ;D3 33818 ;D4 944012
n1rkqrbb/p2ppppp/npp5/8/2P5/P2P4/1P2PPPP/NNRKQRBB w FCfc - 0 4 ;D1 26 ;D2 546 ;D3 15076 ;D4 336825
r1bqnkrb/pp2pppp/n1p5/3p4/5P2/4P1P1/PPPP3P/RNBQNKRB w GAga - 0 4 ;D1 31 ;D2 958 ;D3 29639 ;D4 957161
bb1rkrnq/ppp1n3/3p1ppp/4p3/8/3NP2N/PPPP1PPP/BBKRR1Q1 b fd - 1 7 ;D1 23 ;D2 482 ;D3 11409 ;D4 262656
1bbrqk1r/ppnpp1pp/5p2/2p2n2/2P2B2/3P1P2/PP1RP1PP/NB2QKNR b Hhd - 1 7 ;D1 30 ;D2 848 ;D3 26406 ;D4 772503
nbkr1rbn/1p2qp1p/p3p3/2pp2P1/8/2P2P2/PPBPPRP1/NQ1RK1BN w D - 7 11 ;D1 28 ;D2 896 ;D3 25722 ;D4 820295
nbr1brq1/1ppp1pp1/p2kp3/7p/5n1B/4QP1P/PPPPPNP1/NBRK1R2 w FC - 2 8 ;D1 38 ;D2 676 ;D3 25539 ;D4 490717
rnb1k1rn/pp1pqppp/3bp3/1Np5/7P/5P2/PPPPP1P1/1RBQKBRN b Gga - 0 5 ;D1 28 ;D2 628 ;D3 17418 ;D4 406615
qnr2brn/1pk1pp2/p1p3p1/Pb1p3p/2P2P2/2BP4/1P2P1PP/QNRK1BRN w GC - 2 8 ;D1 33 ;D2 699 ;D3 22022 ;D4 508262
brnbk1nr/3p1pp1/2p4p/pp2p3/1q1P4/P1P1PNPQ/1P3P1P/BRNBK2R w HBhb - 1 8 ;D1 36 ;D2 1344 ;D3 47581 ;D4 1701800
nqrkb1nr/p1p3p1/1p1b4/3ppp1p/8/1NQP3P/P3PPP1/2KRBBNR b hc - 1 11 ;D1 31 ;D2 1044 ;D3 31666 ;D4 1085714
1nr1qkrb/1bpppppp/1pn5/1P6/p6P/P1P5/3PPPP1/BNRNQKRB w GCgc - 0 6 ;D1 16 ;D2 349 ;D3 6413 ;D4 154543
1rnb1krn/p3pppp/2pp3B/1p2q3/P6P/3PP1N1/PRP2PP1/Q1NB1KR1 b Ggb - 0 9 ;D1 34 ;D2 1102 ;D3 37325 ;D4 1211290
bbrkrnq1/p1p2ppp/6n1/1p2p3/1PPPp3/4R3/P4PPP/BBRK1NQN b Cec - 0 6 ;D1 25 ;D2 922 ;D3 25197 ;D4 905056
qbrkb1rn/ppppppp1/7p/1n2Q3/8/1P3P2/P1PPPBPP/1BRK1NRN w GCgc - 3 5 ;D1 47 ;D2 908 ;D3 36912 ;D4 783650
b1rb1k1r/ppp1nppp/3ppn2/1q6/P1Q4P/3P4/1PP1PPPR/BRNB1KN1 b Bh - 0 9 ;D1 45 ;D2 1495 ;D3 60796 ;D4 1989835
nb1rb1kr/p1pp2pn/q4p2/2P5/1B2p1p1/P7/1P2PP1P/NQ1R1NKR b HDhd - 1 10 ;D1 31 ;D2 960 ;D3 29585 ;D4 961432
b1krr1qb/p1ppp1pp/1pn5/5p2/1PPn3P/5P2/P2PP1PN/BNRKR1QB w EC - 0 7 ;D1 26 ;D2 799 ;D3 22663 ;D4 730669
r1b2krn/pp1p3p/n3p1q1/1Np2p2/1P4Nb/5PP1/PBPPP1RP/R2BQK2 b Aga - 0 9 ;D1 33 ;D2 1235 ;D3 41031 ;D4 1467522
qnr1kb1r/ppp1p3/5pb1/n2p2pp/3P2PP/2N5/PPP1PP2/QR1N1KBR b hc - 3 9 ;D1 32 ;D2 675 ;D3 22279 ;D4 524296
qnb2kr1/p1bp2pp/2r3n1/1Pp1pp2/4P2P/N2P1BP1/PP1B1P2/Q3RRKN b g - 0 10 ;D1 31 ;D2 1050 ;D3 33577 ;D4 1122254
rqnnkr1b/p1pppp2/1p5p/6p1/P3bP2/2N1B2P/1PPPP1P1/RQN1KR1B w FAfa - 0 6 ;D1 32 ;D2 1138 ;D3 36811 ;D4 1279493
qnrkrbb1/1ppppn2/B7/p4ppp/1P3Q2/4P3/P1PP1PPP/1NRKR1BN b ECec - 3 7 ;D1 26 ;D2 973 ;D3 26568 ;D4 965943
qbr2nbr/1pnk1pp1/p1pp4/7p/2PP4/P7/1P2PPPP/QBRKN1BR w HC - 1 9 ;D1 29 ;D2 786 ;D3 22472 ;D4 632763
1rk1qb1r/ppp2bpp/1n2p3/5pP1/Pn1pPP2/2P5/1K1P1N1P/NR2QBBR b hb - 0 12 ;D1 39 ;D2 1128 ;D3 43794 ;D4 1273107
qrb1nkrn/pp2pp2/3b3p/1Pp3p1/P7/1RPN1P2/3PP1PP/2BB1KRN b Ggb - 2 9 ;D1 28 ;D2 801 ;D3 23354 ;D4 656158
bbq1rkrn/ppp2n1p/3p1pp1/4p3/2P1P1P1/P1Q5/1P1P1P1P/BB1NRKRN w GEge - 0 6 ;D1 35 ;D2 915 ;D3 30901 ;D4 842074
qr1bbrk1/ppppp1p1/1n2p3/7p/1P6/8/P1PPPPPP/1RNBBKRN w GB - 0 6 ;D1 22 ;D2 569 ;D3 12846 ;D4 347651
bb1nr1rn/pp1pk1pp/5p2/2p1p3/2P1q3/3PN1P1/PP1RPP1P/BBQ2KRN w G - 0 7 ;D1 27 ;D2 945 ;D3 24818 ;D4 868895
1bbn1krq/rp2pp1Q/8/pnpP2p1/2P3P1/B7/P4P1P/RB1NNKR1 w GA - 1 11 ;D1 41 ;D2 1363 ;D3 53567 ;D4 1881328
nr1kbbqr/1pp1np1p/p2p4/4p1p1/PP1P2P1/5P2/2P1P2P/NRNKBBQR b HBhb - 0 7 ;D1 30 ;D2 868 ;D3 26779 ;D4 802535
1rnkrbbn/p1p1p3/1N1p1ppp/1p6/3P1P2/7P/qPP1P1P1/QR1KRBBN w EBeb - 0 8 ;D1 27 ;D2 963 ;D3 25635 ;D4 864338
1rnq2br/1p1pk1bp/1np1p1p1/Q4p2/P6P/2PBP1P1/1P1P1P1B/NRN1K2R w HB - 3 11 ;D1 38 ;D2 1089 ;D3 41404 ;D4 1230655
br1bqkrn/1p1pp1p1/3n3p/P7/2pP2P1/2P1P3/P6P/BRNBQKRN b GBgb - 0 8 ;D1 23 ;D2 761 ;D3 18793 ;D4 631689
nr1n1krb/p1N3p1/1p2pp2/7p/1q3Q2/3P1P1b/P1P3PP/1RB2KRB w GBgb - 0 13 ;D1 38 ;D2 1233 ;D3 46285 ;D4 1487424
rk2nb1n/ppr1p1pp/3q4/2p1Np2/2K1p3/3B3P/1PPP1PP1/R1R1Q1BN b a - 5 9 ;D1 33 ;D2 977 ;D3 30459 ;D4 934223
r1k1n1bn/pp1pb3/2pqp2p/2N2rp1/1PP1PpPP/8/P2P1P1B/RQKB1R1N b FAa - 4 12 ;D1 37 ;D2 1232 ;D3 45851 ;D4 1508571
bbrk1nr1/ppppppqp/4n3/6p1/PP6/2N5/2PPPPPP/BBR1KNRQ w GC - 3 5 ;D1 24 ;D2 630 ;D3 16199 ;D4 483342
1rkb1qbr/pppp1pp1/4p2p/3n1n2/NPP5/8/P1BPPPPP/1RK1NQBR w HBhb - 0 7 ;D1 31 ;D2 1098 ;D3 34242 ;D4 1201553
r2kn2b/ppp1p2p/n2P2r1/3q1pp1/b3Q1P1/4P3/PPNP1P1P/RNBKR2B b Aa - 0 12 ;D1 57 ;D2 1846 ;D3 90124 ;D4 2956389
rqbknnrb/pp1p2p1/2p1pp2/7p/1P6/4NN1P/PBPPPPP1/RQ1K2RB w GAga - 0 6 ;D1 33 ;D2 761 ;D3 24993 ;D4 612161
1qr1nk1r/pp3p1b/2pppp1p/b7/2n1P1P1/8/PP1P1P1P/N1RBNKBR b HChc - 2 10 ;D1 35 ;D2 967 ;D3 33635 ;D4 925464
rnqkrnbb/p4pp1/1pp4Q/3p3p/3pP3/N7/PPP2PPP/R2KRNBB w EAea - 0 7 ;D1 40 ;D2 1252 ;D3 47041 ;D4 1480841
nr1bbrk1/2qp1np1/2p5/pp2Pp1p/P4B2/2PP4/1PN1P1PP/1RQB1KRN w GB - 0 11 ;D1 31 ;D2 909 ;D3 28625 ;D4 900029
1brkrn1n/4p2p/1ppp1p2/pb6/2PP4/1P3q2/P2QPPPP/1BRKRNBN w ECec - 0 13 ;D1 35 ;D2 1248 ;D3 41400 ;D4 1468633
bnrkrb1q/ppp1pppp/8/3p4/4P2P/P7/NPPPRnP1/BR2KBNQ b ec - 1 8 ;D1 28 ;D2 644 ;D3 18083 ;D4 463563
nb1rknrq/ppp3pp/4b3/3ppp2/8/2P1P1NP/PP1P1PP1/NBBRK1RQ w GDgd - 1 5 ;D1 27 ;D2 704 ;D3 19120 ;D4 502252
1bBnkr1q/4ppp1/5nb1/pPpp3p/6P1/2P1Q3/1P1P1P1P/BR1NKRN1 b Ff - 1 11 ;D1 33 ;D2 1159 ;D3 36228 ;D4 1223553
rnbqknrb/1pppp1p1/8/p4p1p/P2P4/4N3/1PP1PPPP/RNBQK1RB w GAga - 0 4 ;D1 28 ;D2 560 ;D3 16679 ;D4 374858
nrb1k1rn/3qp1b1/5ppp/p7/PPp2P2/4P1P1/2PPB2P/NRB1K1RN b GBgb - 0 10 ;D1 38 ;D2 1070 ;D3 41216 ;D4 1167322
bnrqnkr1/1pp1ppbp/p7/3p2p1/4B3/1P1P2P1/P1P1PP1P/BNRQNK1R b Cgc - 3 5 ;D1 30 ;D2 954 ;D3 28517 ;D4 899226
1b1rk1rn/2ppppp1/b1q1n2p/p7/1P3P2/2p1P1NP/P1BP2P1/1QBRK1RN b GDgd - 1 9 ;D1 41 ;D2 1195 ;D3 48902 ;D4 1458391
q1rkbr1b/1p4p1/1n1pp2n/p1p2p1p/3PPPP1/P7/1PPB2BP/NQRK1RN1 w FCfc - 0 10 ;D1 33 ;D2 1212 ;D3 39369 ;D4 1435638
br1k1b2/ppppn1pr/5n1p/4Pp2/3K4/1q1NPN2/PPP2PPP/BR3BQR b b - 4 9 ;D1 43 ;D2 902 ;D3 36330 ;D4 800206
q1rknrbn/p2p1ppp/1p2p3/2p1b3/3P4/3N1PN1/PPP1P1PP/QBRK1RB1 w FCfc - 2 5 ;D1 31 ;D2 1102 ;D3 33887 ;D4 1188858
bq1rkbrn/p1ppn1pp/4p3/1p3p2/1N2PP2/8/PPPP2PP/BQ1RKBRN w GDgd - 1 5 ;D1 28 ;D2 787 ;D3 22853 ;D4 662306
nb1nkrb1/p1r1pp2/7B/2ppq3/5P2/1Pp5/P2PP1PP/NBRNKR1Q w FCf - 2 9 ;D1 36 ;D2 1122 ;D3 37311 ;D4 1206704
